CLIENT_NAME,SELLING_HOURLY_PRICE,MIN_QUALITY,WILDCARD
Veritas Operations,25,0,Price
VeritasVenture,20,7,Deadline
VersaElectronics,20,8,Price
Vertex Dynamics,25,7,Quality
Vertex Industrial Supply,25,8,Price
VertexTel,25,0,Deadline
Vextonix,25,7,Deadline
VibeWorks,25,8,Deadline
VidaCore Biotech,20,7,Quality
VidaSalud,20,7.5,Deadline
VidaSana,25,0,Deadline
VigesMax,25,0,Deadline
VinDistilCo,25,7,Price
Vintage Reserve,25,7,Deadline
Vintage Vibes,30,0,Deadline
VioHealth,20,8,Price
VioleX,25,7,Price
Viono Medical,25,7,Price
VioTech,25,7,Quality
VirtualCom,25,7,Price
VirtualVerse,20,8,Deadline
Virtue Machining,20,0,Deadline
VirtuFactory,25,7.5,Deadline
Visionary Press,25,0,Price
VisionaryTech,20,0,Price
VisionComm,20,7,Price
VisionGuard,35,7.5,Quality
VisionIndustries,20,0,Deadline
VisionTechSys,20,8,Deadline
Vistasol Chemicals,25,7.5,Quality
VitaEquip Innovations,30,0,Price
VitaEquip Solutions,20,0,Price
VitaGear Innovations,25,7,Price
Vital Solutions,20,7.5,Deadline
VitalBridge Solutions,60,7,Quality
VitalCore Technologies,25,7,Deadline
VitalEquip Inc.,20,0,Price
VitalForce,25,8,Quality
VitalGear Corp.,25,7,Deadline
VitaLife Solutions,20,7.5,Deadline
Vitaline Solutions,20,0,Deadline
Vitality Health,25,7.5,Price
Vitality Industries,20,7.5,Price
VitalityTech,20,7,Price
Vitalitywise,20,0,Price
VitalLife Corp.,20,0,Price
VitalMed Equipments,25,7,Quality
VitalMed Innovations,20,7,Quality
VitalPro Solutions,20,0,Deadline
VitalPulse Solutions,20,7.5,Quality
VitalSign Innovations,25,7,Quality
VitalSolutions Inc.,20,7.5,Deadline
VitalTech,25,7,Deadline
VitalTrack,20,7,Deadline
VitalWise Inc.,25,8,Quality
VitalWorks Inc.,25,8,Price
VivaCore Technologies,25,7.5,Price
Vivi,40,8,Deadline
Vizipro,30,7,Deadline
VoiceCom,30,8,Price
VoiceTech,25,7,Deadline
Voltage Ventures,25,7,Deadline
Voltcom Communications,30,7,Quality
Voltex Industrial,40,7,Quality
Voltex Industries,25,7.5,Quality
VoltGen,45,0,Price
Voltic Industries,25,7,Price
Voltix Energy,20,0,Deadline
VoltRider,25,7,Quality
Voltwave,30,7.5,Price
Vortex Innovations,30,8,Deadline
Vortex Manufacturing,25,7,Price
VortexIndustries,20,0,Price
VortexTech,25,7.5,Quality
Voxite Industries,35,0,Deadline
VozDigital,20,7.5,Deadline
Vulcan High Council,20,0,Deadline
WaterCorp,25,8,Quality
Waveform Wireless,25,7,Deadline
WaveMaster,30,7,Price
WavePoint,25,8,Deadline
WaveTech,25,7,Quality
Wayne Enterprises Real Estate Division,35,7,Price
WealthFusion,35,7.5,Deadline
Web360,25,7,Price
WebForge Solutions,30,7,Deadline
WebPro,35,0,Price
WebTech,25,0,Deadline
WebWelding,35,0,Deadline
WebWorks,25,8,Quality
Weld & Whisk Diners Ltd.,20,7,Deadline
WeldWorks,25,8,Quality
WellSpring,20,7.5,Deadline
West End Management,25,7.5,Price
Weyland-Yutani Corporation,20,7,Price
WheelsHub,35,7,Quality
Whitetips,30,8,Deadline
Wildcard Holdings,20,7.5,Quality
Willow Woodworks,30,7,Deadline
Windmill Industries,40,8,Quality
WindStar Energy,30,7.5,Deadline
Winning Streak Casinos,20,8,Price
Wonka Industries,20,7,Price
WoodCrafters,25,8,Price
WoodWorks,25,7,Price
WorkFlowX,25,0,Price
Workforce Builders,25,7.5,Deadline
WorkforceForge,30,7,Quality
WorkforcePro,25,0,Deadline
WorkforceWise,25,7,Price
Workhorse Industries,25,7,Price
WorkLearn,20,7.5,Quality
Workplace Essentials,30,7,Quality
WorkSafe Industries,20,7,Quality
WorldLink,25,7,Deadline
Xcelerate Construction,35,7.5,Quality
Xenon Dynamics,20,7,Deadline
Xiphos Semiconductors,25,7.5,Deadline
Xylium Robotics,25,7,Deadline
YellowStone Industries,25,7,Deadline
ZenBridge,25,7,Quality
Zenify,20,0,Price
Zenith Aerospace,20,0,Deadline
Zenith Dynamics,55,7,Price
Zenith Engineering,20,8,Deadline
Zenith Environmental,25,7.5,Price
Zenith Industrial,30,0,Deadline
Zenith Industrial Solutions,25,7,Quality
Zenith Materials,25,7,Deadline
Zenith Semiconductors,25,7,Deadline
Zenith Tires & Engineering,30,0,Deadline
Zenith Zippers,25,8,Deadline
ZenithSoft,25,0,Deadline
ZenithWorks Industrial Systems,30,7.5,Deadline
Zentech Machines,20,0,Price
ZipCom,20,7.5,Quality
